PassengerId,Survived,Ticket_class,Sex,Age,Siblings_Spouses,Parents_Children,Ticket,Fare,Embarked
446,Yes,1st,Male,4.0,0,2,33638,81.8583,Southampton
447,Yes,2nd,Female,13.0,0,1,250644,19.5,Southampton
448,Yes,1st,Male,34.0,0,0,113794,26.55,Southampton
449,Yes,3rd,Female,5.0,2,1,2666,19.2583,Cherbourg
450,Yes,1st,Male,52.0,0,0,113786,30.5,Southampton
451,No,2nd,Male,36.0,1,2,34651,27.75,Southampton
453,No,1st,Male,30.0,0,0,113051,27.75,Cherbourg
454,Yes,1st,Male,49.0,1,0,17453,89.1042,Cherbourg
456,Yes,3rd,Male,29.0,0,0,349240,7.8958,Cherbourg
457,No,1st,Male,65.0,0,0,13509,26.55,Southampton
459,Yes,2nd,Female,50.0,0,0,13531,10.5,Southampton
461,Yes,1st,Male,48.0,0,0,19952,26.55,Southampton
462,No,3rd,Male,34.0,0,0,364506,8.05,Southampton
463,No,1st,Male,47.0,0,0,111320,38.5,Southampton
464,No,2nd,Male,48.0,0,0,234360,13.0,Southampton
466,No,3rd,Male,38.0,0,0,3101306,7.05,Southampton
468,No,1st,Male,56.0,0,0,113792,26.55,Southampton
470,Yes,3rd,Female,0.75,2,1,2666,19.2583,Cherbourg
472,No,3rd,Male,38.0,0,0,315089,8.6625,Southampton
473,Yes,2nd,Female,33.0,1,2,34651,27.75,Southampton
474,Yes,2nd,Female,23.0,0,0,541,13.7917,Cherbourg
475,No,3rd,Female,22.0,0,0,7553,9.8375,Southampton
477,No,2nd,Male,34.0,1,0,31027,21.0,Southampton
478,No,3rd,Male,29.0,1,0,3460,7.0458,Southampton
479,No,3rd,Male,22.0,0,0,350060,7.5208,Southampton
480,Yes,3rd,Female,2.0,0,1,3101298,12.2875,Southampton
481,No,3rd,Male,9.0,5,2,2144,46.9,Southampton
483,No,3rd,Male,50.0,0,0,53594,8.05,Southampton
484,Yes,3rd,Female,63.0,0,0,4134,9.5875,Southampton
485,Yes,1st,Male,25.0,1,0,11967,91.0792,Cherbourg
487,Yes,1st,Female,35.0,1,0,19943,90.0,Southampton
488,No,1st,Male,58.0,0,0,11771,29.7,Cherbourg
489,No,3rd,Male,30.0,0,0,518509,8.05,Southampton
490,Yes,3rd,Male,9.0,1,1,37671,15.9,Southampton
492,No,3rd,Male,21.0,0,0,3101317,7.25,Southampton
493,No,1st,Male,55.0,0,0,113787,30.5,Southampton
494,No,1st,Male,71.0,0,0,17609,49.5042,Cherbourg
495,No,3rd,Male,21.0,0,0,445380,8.05,Southampton
497,Yes,1st,Female,54.0,1,0,36947,78.2667,Cherbourg
499,No,1st,Female,25.0,1,2,113781,151.55,Southampton
500,No,3rd,Male,24.0,0,0,350035,7.7958,Southampton
501,No,3rd,Male,17.0,0,0,315086,8.6625,Southampton
502,No,3rd,Female,21.0,0,0,364846,7.75,Queenstown
504,No,3rd,Female,37.0,0,0,4135,9.5875,Southampton
505,Yes,1st,Female,16.0,0,0,110152,86.5,Southampton
506,No,1st,Male,18.0,1,0,17758,108.9,Cherbourg
507,Yes,2nd,Female,33.0,0,2,26360,26.0,Southampton
509,No,3rd,Male,28.0,0,0,4001,22.525,Southampton
510,Yes,3rd,Male,26.0,0,0,1601,56.4958,Southampton
511,Yes,3rd,Male,29.0,0,0,382651,7.75,Queenstown
513,Yes,1st,Male,36.0,0,0,17473,26.2875,Southampton
514,Yes,1st,Female,54.0,1,0,17603,59.4,Cherbourg
515,No,3rd,Male,24.0,0,0,349209,7.4958,Southampton
516,No,1st,Male,47.0,0,0,36967,34.0208,Southampton
517,Yes,2nd,Female,34.0,0,0,34260,10.5,Southampton
519,Yes,2nd,Female,36.0,1,0,226875,26.0,Southampton
520,No,3rd,Male,32.0,0,0,349242,7.8958,Southampton
521,Yes,1st,Female,30.0,0,0,12749,93.5,Southampton
522,No,3rd,Male,22.0,0,0,349252,7.8958,Southampton
524,Yes,1st,Female,44.0,0,1,111361,57.9792,Cherbourg
526,No,3rd,Male,40.5,0,0,367232,7.75,Queenstown
527,Yes,2nd,Female,50.0,0,0,14258,10.5,Southampton
529,No,3rd,Male,39.0,0,0,3101296,7.925,Southampton
530,No,2nd,Male,23.0,2,1,29104,11.5,Southampton
531,Yes,2nd,Female,2.0,1,1,26360,26.0,Southampton
533,No,3rd,Male,17.0,1,1,2690,7.2292,Cherbourg
535,No,3rd,Female,30.0,0,0,315084,8.6625,Southampton
536,Yes,2nd,Female,7.0,0,2,13529,26.25,Southampton
537,No,1st,Male,45.0,0,0,113050,26.55,Southampton
538,Yes,1st,Female,30.0,0,0,17761,106.425,Cherbourg
540,Yes,1st,Female,22.0,0,2,13568,49.5,Cherbourg
541,Yes,1st,Female,36.0,0,2,5735,71.0,Southampton
542,No,3rd,Female,9.0,4,2,347082,31.275,Southampton
543,No,3rd,Female,11.0,4,2,347082,31.275,Southampton
544,Yes,2nd,Male,32.0,1,0,2908,26.0,Southampton
545,No,1st,Male,50.0,1,0,17761,106.425,Cherbourg
546,No,1st,Male,64.0,0,0,693,26.0,Southampton
547,Yes,2nd,Female,19.0,1,0,2908,26.0,Southampton
549,No,3rd,Male,33.0,1,1,363291,20.525,Southampton
550,Yes,2nd,Male,8.0,1,1,33112,36.75,Southampton
551,Yes,1st,Male,17.0,0,2,17421,110.8833,Cherbourg
552,No,2nd,Male,27.0,0,0,244358,26.0,Southampton
554,Yes,3rd,Male,22.0,0,0,2620,7.225,Cherbourg
555,Yes,3rd,Female,22.0,0,0,347085,7.775,Southampton
556,No,1st,Male,62.0,0,0,113807,26.55,Southampton
557,Yes,1st,Female,48.0,1,0,11755,39.6,Cherbourg
559,Yes,1st,Female,39.0,1,1,110413,79.65,Southampton
560,Yes,3rd,Female,36.0,1,0,345572,17.4,Southampton
562,No,3rd,Male,40.0,0,0,349251,7.8958,Southampton
563,No,2nd,Male,28.0,0,0,218629,13.5,Southampton
566,No,3rd,Male,24.0,2,0,448871,24.15,Southampton
567,No,3rd,Male,19.0,0,0,349205,7.8958,Southampton
568,No,3rd,Female,29.0,0,4,349909,21.075,Southampton
570,Yes,3rd,Male,32.0,0,0,350417,7.8542,Southampton
571,Yes,2nd,Male,62.0,0,0,752,10.5,Southampton
572,Yes,1st,Female,53.0,2,0,11769,51.4792,Southampton
573,Yes,1st,Male,36.0,0,0,17474,26.3875,Southampton
575,No,3rd,Male,16.0,0,0,420589,8.05,Southampton
576,No,3rd,Male,19.0,0,0,358585,14.5,Southampton
577,Yes,2nd,Female,34.0,0,0,243880,13.0,Southampton
578,Yes,1st,Female,39.0,1,0,13507,55.9,Southampton
580,Yes,3rd,Male,32.0,0,0,23101286,7.925,Southampton
581,Yes,2nd,Female,25.0,1,1,237789,30.0,Southampton
582,Yes,1st,Female,39.0,1,1,17421,110.8833,Cherbourg
583,No,2nd,Male,54.0,0,0,28403,26.0,Southampton
584,No,1st,Male,36.0,0,0,13049,40.125,Cherbourg
586,Yes,1st,Female,18.0,0,2,110413,79.65,Southampton
587,No,2nd,Male,47.0,0,0,237565,15.0,Southampton
588,Yes,1st,Male,60.0,1,1,13567,79.2,Cherbourg
589,No,3rd,Male,22.0,0,0,14973,8.05,Southampton
591,No,3rd,Male,35.0,0,0,23101273,7.125,Southampton
592,Yes,1st,Female,52.0,1,0,36947,78.2667,Cherbourg
593,No,3rd,Male,47.0,0,0,53902,7.25,Southampton
595,No,2nd,Male,37.0,1,0,29037,26.0,Southampton
596,No,3rd,Male,36.0,1,1,345773,24.15,Southampton
600,Yes,1st,Male,49.0,1,0,17485,56.9292,Cherbourg
601,Yes,2nd,Female,24.0,2,1,243847,27.0,Southampton
604,No,3rd,Male,44.0,0,0,364511,8.05,Southampton
605,Yes,1st,Male,35.0,0,0,111426,26.55,Cherbourg
606,No,3rd,Male,36.0,1,0,349910,15.55,Southampton
607,No,3rd,Male,30.0,0,0,349246,7.8958,Southampton
608,Yes,1st,Male,27.0,0,0,113804,30.5,Southampton
609,Yes,2nd,Female,22.0,1,2,2123,41.5792,Cherbourg
610,Yes,1st,Female,40.0,0,0,17582,153.4625,Southampton
611,No,3rd,Female,39.0,1,5,347082,31.275,Southampton
615,No,3rd,Male,35.0,0,0,364512,8.05,Southampton
616,Yes,2nd,Female,24.0,1,2,220845,65.0,Southampton
617,No,3rd,Male,34.0,1,1,347080,14.4,Southampton
618,No,3rd,Female,26.0,1,0,53336,16.1,Southampton
619,Yes,2nd,Female,4.0,2,1,230136,39.0,Southampton
620,No,2nd,Male,26.0,0,0,31028,10.5,Southampton
621,No,3rd,Male,27.0,1,0,2659,14.4542,Cherbourg
622,Yes,1st,Male,42.0,1,0,11753,52.5542,Southampton
623,Yes,3rd,Male,20.0,1,1,2653,15.7417,Cherbourg
624,No,3rd,Male,21.0,0,0,350029,7.8542,Southampton
625,No,3rd,Male,21.0,0,0,54636,16.1,Southampton
626,No,1st,Male,61.0,0,0,36963,32.3208,Southampton
627,No,2nd,Male,57.0,0,0,219533,12.35,Queenstown
628,Yes,1st,Female,21.0,0,0,13502,77.9583,Southampton
629,No,3rd,Male,26.0,0,0,349224,7.8958,Southampton
631,Yes,1st,Male,80.0,0,0,27042,30.0,Southampton
632,No,3rd,Male,51.0,0,0,347743,7.0542,Southampton
633,Yes,1st,Male,32.0,0,0,13214,30.5,Cherbourg
635,No,3rd,Female,9.0,3,2,347088,27.9,Southampton
636,Yes,2nd,Female,28.0,0,0,237668,13.0,Southampton
637,No,3rd,Male,32.0,0,0,23101292,7.925,Southampton
638,No,2nd,Male,31.0,1,1,31921,26.25,Southampton
639,No,3rd,Female,41.0,0,5,3101295,39.6875,Southampton
641,No,3rd,Male,20.0,0,0,350050,7.8542,Southampton
642,Yes,1st,Female,24.0,0,0,17477,69.3,Cherbourg
643,No,3rd,Female,2.0,3,2,347088,27.9,Southampton
645,Yes,3rd,Female,0.75,2,1,2666,19.2583,Cherbourg
646,Yes,1st,Male,48.0,1,0,17572,76.7292,Cherbourg
647,No,3rd,Male,19.0,0,0,349231,7.8958,Southampton
648,Yes,1st,Male,56.0,0,0,13213,35.5,Cherbourg
650,Yes,3rd,Female,23.0,0,0,2314,7.55,Southampton
652,Yes,2nd,Female,18.0,0,1,231919,23.0,Southampton
653,No,3rd,Male,21.0,0,0,8475,8.4333,Southampton
655,No,3rd,Female,18.0,0,0,365226,6.75,Queenstown
656,No,2nd,Male,24.0,2,0,14879,73.5,Southampton
658,No,3rd,Female,32.0,1,1,364849,15.5,Queenstown
659,No,2nd,Male,23.0,0,0,29751,13.0,Southampton
660,No,1st,Male,58.0,0,2,35273,113.275,Cherbourg
661,Yes,1st,Male,50.0,2,0,17611,133.65,Southampton
662,No,3rd,Male,40.0,0,0,2623,7.225,Cherbourg
663,No,1st,Male,47.0,0,0,5727,25.5875,Southampton
664,No,3rd,Male,36.0,0,0,349210,7.4958,Southampton
665,Yes,3rd,Male,20.0,1,0,23101285,7.925,Southampton
666,No,2nd,Male,32.0,2,0,14879,73.5,Southampton
667,No,2nd,Male,25.0,0,0,234686,13.0,Southampton
669,No,3rd,Male,43.0,0,0,53536,8.05,Southampton
671,Yes,2nd,Female,40.0,1,1,29750,39.0,Southampton
672,No,1st,Male,31.0,1,0,12750,52.0,Southampton
673,No,2nd,Male,70.0,0,0,24580,10.5,Southampton
674,Yes,2nd,Male,31.0,0,0,244270,13.0,Southampton
676,No,3rd,Male,18.0,0,0,349912,7.775,Southampton
677,No,3rd,Male,24.5,0,0,342826,8.05,Southampton
678,Yes,3rd,Female,18.0,0,0,4138,9.8417,Southampton
679,No,3rd,Female,43.0,1,6,2144,46.9,Southampton
680,Yes,1st,Male,36.0,0,1,17755,512.3292,Cherbourg
682,Yes,1st,Male,27.0,0,0,17572,76.7292,Cherbourg
683,No,3rd,Male,20.0,0,0,6563,9.225,Southampton
684,No,3rd,Male,14.0,5,2,2144,46.9,Southampton
685,No,2nd,Male,60.0,1,1,29750,39.0,Southampton
686,No,2nd,Male,25.0,1,2,2123,41.5792,Cherbourg
687,No,3rd,Male,14.0,4,1,3101295,39.6875,Southampton
688,No,3rd,Male,19.0,0,0,349228,10.1708,Southampton
689,No,3rd,Male,18.0,0,0,350036,7.7958,Southampton
690,Yes,1st,Female,15.0,0,1,24160,211.3375,Southampton
691,Yes,1st,Male,31.0,1,0,17474,57.0,Southampton
692,Yes,3rd,Female,4.0,0,1,349256,13.4167,Cherbourg
694,No,3rd,Male,25.0,0,0,2672,7.225,Cherbourg
695,No,1st,Male,60.0,0,0,113800,26.55,Southampton
696,No,2nd,Male,52.0,0,0,248731,13.5,Southampton
697,No,3rd,Male,44.0,0,0,363592,8.05,Southampton
699,No,1st,Male,49.0,1,1,17421,110.8833,Cherbourg
700,No,3rd,Male,42.0,0,0,348121,7.65,Southampton
701,Yes,1st,Female,18.0,1,0,17757,227.525,Cherbourg
702,Yes,1st,Male,35.0,0,0,17475,26.2875,Southampton
703,No,3rd,Female,18.0,0,1,2691,14.4542,Cherbourg
704,No,3rd,Male,25.0,0,0,36864,7.7417,Queenstown
705,No,3rd,Male,26.0,1,0,350025,7.8542,Southampton
706,No,2nd,Male,39.0,0,0,250655,26.0,Southampton
707,Yes,2nd,Female,45.0,0,0,223596,13.5,Southampton
708,Yes,1st,Male,42.0,0,0,17476,26.2875,Southampton
709,Yes,1st,Female,22.0,0,0,113781,151.55,Southampton
711,Yes,1st,Female,24.0,0,0,17482,49.5042,Cherbourg
713,Yes,1st,Male,48.0,1,0,19996,52.0,Southampton
714,No,3rd,Male,29.0,0,0,7545,9.4833,Southampton
715,No,2nd,Male,52.0,0,0,250647,13.0,Southampton
716,No,3rd,Male,19.0,0,0,348124,7.65,Southampton
717,Yes,1st,Female,38.0,0,0,17757,227.525,Cherbourg
718,Yes,2nd,Female,27.0,0,0,34218,10.5,Southampton
720,No,3rd,Male,33.0,0,0,347062,7.775,Southampton
721,Yes,2nd,Female,6.0,0,1,248727,33.0,Southampton
722,No,3rd,Male,17.0,1,0,350048,7.0542,Southampton
723,No,2nd,Male,34.0,0,0,12233,13.0,Southampton
724,No,2nd,Male,50.0,0,0,250643,13.0,Southampton
725,Yes,1st,Male,27.0,1,0,113806,53.1,Southampton
726,No,3rd,Male,20.0,0,0,315094,8.6625,Southampton
727,Yes,2nd,Female,30.0,3,0,31027,21.0,Southampton
729,No,2nd,Male,25.0,1,0,236853,26.0,Southampton
730,No,3rd,Female,25.0,1,0,23101271,7.925,Southampton
731,Yes,1st,Female,29.0,0,0,24160,211.3375,Southampton
732,No,3rd,Male,11.0,0,0,2699,18.7875,Cherbourg
734,No,2nd,Male,23.0,0,0,28425,13.0,Southampton
735,No,2nd,Male,23.0,0,0,233639,13.0,Southampton
736,No,3rd,Male,28.5,0,0,54636,16.1,Southampton
737,No,3rd,Female,48.0,1,3,6608,34.375,Southampton
738,Yes,1st,Male,35.0,0,0,17755,512.3292,Cherbourg
742,No,1st,Male,36.0,1,0,19877,78.85,Southampton
743,Yes,1st,Female,21.0,2,2,17608,262.375,Cherbourg
744,No,3rd,Male,24.0,1,0,376566,16.1,Southampton
745,Yes,3rd,Male,31.0,0,0,23101288,7.925,Southampton
746,No,1st,Male,70.0,1,1,5735,71.0,Southampton
747,No,3rd,Male,16.0,1,1,2673,20.25,Southampton
748,Yes,2nd,Female,30.0,0,0,250648,13.0,Southampton
749,No,1st,Male,19.0,1,0,113773,53.1,Southampton
750,No,3rd,Male,31.0,0,0,335097,7.75,Queenstown
751,Yes,2nd,Female,4.0,1,1,29103,23.0,Southampton
752,Yes,3rd,Male,6.0,0,1,392096,12.475,Southampton
753,No,3rd,Male,33.0,0,0,345780,9.5,Southampton
754,No,3rd,Male,23.0,0,0,349204,7.8958,Southampton
755,Yes,2nd,Female,48.0,1,2,220845,65.0,Southampton
756,Yes,2nd,Male,0.67,1,1,250649,14.5,Southampton
757,No,3rd,Male,28.0,0,0,350042,7.7958,Southampton
758,No,2nd,Male,18.0,0,0,29108,11.5,Southampton
759,No,3rd,Male,34.0,0,0,363294,8.05,Southampton
760,Yes,1st,Female,33.0,0,0,110152,86.5,Southampton
762,No,3rd,Male,41.0,0,0,23101272,7.125,Southampton
763,Yes,3rd,Male,20.0,0,0,2663,7.2292,Cherbourg
764,Yes,1st,Female,36.0,1,2,113760,120.0,Southampton
765,No,3rd,Male,16.0,0,0,347074,7.775,Southampton
766,Yes,1st,Female,51.0,1,0,13502,77.9583,Southampton
768,No,3rd,Female,30.5,0,0,364850,7.75,Queenstown
770,No,3rd,Male,32.0,0,0,8471,8.3625,Southampton
771,No,3rd,Male,24.0,0,0,345781,9.5,Southampton
772,No,3rd,Male,48.0,0,0,350047,7.8542,Southampton
773,No,2nd,Female,57.0,0,0,3,10.5,Southampton
775,Yes,2nd,Female,54.0,1,3,29105,23.0,Southampton
776,No,3rd,Male,18.0,0,0,347078,7.75,Southampton
778,Yes,3rd,Female,5.0,0,0,364516,12.475,Southampton
780,Yes,1st,Female,43.0,0,1,24160,211.3375,Southampton
781,Yes,3rd,Female,13.0,0,0,2687,7.2292,Cherbourg
782,Yes,1st,Female,17.0,1,0,17474,57.0,Southampton
783,No,1st,Male,29.0,0,0,113501,30.0,Southampton
785,No,3rd,Male,25.0,0,0,3101312,7.05,Southampton
786,No,3rd,Male,25.0,0,0,374887,7.25,Southampton
787,Yes,3rd,Female,18.0,0,0,3101265,7.4958,Southampton
788,No,3rd,Male,8.0,4,1,382652,29.125,Queenstown
789,Yes,3rd,Male,1.0,1,2,2315,20.575,Southampton
790,No,1st,Male,46.0,0,0,17593,79.2,Cherbourg
792,No,2nd,Male,16.0,0,0,239865,26.0,Southampton
795,No,3rd,Male,25.0,0,0,349203,7.8958,Southampton
796,No,2nd,Male,39.0,0,0,28213,13.0,Southampton
797,Yes,1st,Female,49.0,0,0,17465,25.9292,Southampton
798,Yes,3rd,Female,31.0,0,0,349244,8.6833,Southampton
799,No,3rd,Male,30.0,0,0,2685,7.2292,Cherbourg
800,No,3rd,Female,30.0,1,1,345773,24.15,Southampton
801,No,2nd,Male,34.0,0,0,250647,13.0,Southampton
802,Yes,2nd,Female,31.0,1,1,31921,26.25,Southampton
803,Yes,1st,Male,11.0,1,2,113760,120.0,Southampton
804,Yes,3rd,Male,0.42,0,1,2625,8.5167,Cherbourg
805,Yes,3rd,Male,27.0,0,0,347089,6.975,Southampton
806,No,3rd,Male,31.0,0,0,347063,7.775,Southampton
807,No,1st,Male,39.0,0,0,112050,0.0,Southampton
808,No,3rd,Female,18.0,0,0,347087,7.775,Southampton
809,No,2nd,Male,39.0,0,0,248723,13.0,Southampton
810,Yes,1st,Female,33.0,1,0,113806,53.1,Southampton
811,No,3rd,Male,26.0,0,0,3474,7.8875,Southampton
812,No,3rd,Male,39.0,0,0,448871,24.15,Southampton
813,No,2nd,Male,35.0,0,0,28206,10.5,Southampton
814,No,3rd,Female,6.0,4,2,347082,31.275,Southampton
815,No,3rd,Male,30.5,0,0,364499,8.05,Southampton
817,No,3rd,Female,23.0,0,0,23101290,7.925,Southampton
818,No,2nd,Male,31.0,1,1,2079,37.0042,Cherbourg
819,No,3rd,Male,43.0,0,0,7075,6.45,Southampton
820,No,3rd,Male,10.0,3,2,347088,27.9,Southampton
821,Yes,1st,Female,52.0,1,1,12749,93.5,Southampton
822,Yes,3rd,Male,27.0,0,0,315098,8.6625,Southampton
823,No,1st,Male,38.0,0,0,19972,0.0,Southampton
824,Yes,3rd,Female,27.0,0,1,392096,12.475,Southampton
825,No,3rd,Male,2.0,4,1,3101295,39.6875,Southampton
828,Yes,2nd,Male,1.0,0,2,2079,37.0042,Cherbourg
831,Yes,3rd,Female,15.0,1,0,2659,14.4542,Cherbourg
832,Yes,2nd,Male,0.83,1,1,29106,18.75,Southampton
834,No,3rd,Male,23.0,0,0,347468,7.8542,Southampton
835,No,3rd,Male,18.0,0,0,2223,8.3,Southampton
836,Yes,1st,Female,39.0,1,1,17756,83.1583,Cherbourg
837,No,3rd,Male,21.0,0,0,315097,8.6625,Southampton
839,Yes,3rd,Male,32.0,0,0,1601,56.4958,Southampton
841,No,3rd,Male,20.0,0,0,23101287,7.925,Southampton
842,No,2nd,Male,16.0,0,0,3,10.5,Southampton
843,Yes,1st,Female,30.0,0,0,113798,31.0,Cherbourg
844,No,3rd,Male,34.5,0,0,2683,6.4375,Cherbourg
845,No,3rd,Male,17.0,0,0,315090,8.6625,Southampton
846,No,3rd,Male,42.0,0,0,5547,7.55,Southampton
848,No,3rd,Male,35.0,0,0,349213,7.8958,Cherbourg
849,No,2nd,Male,28.0,0,1,248727,33.0,Southampton
851,No,3rd,Male,4.0,4,2,347082,31.275,Southampton
852,No,3rd,Male,74.0,0,0,347060,7.775,Southampton
853,No,3rd,Female,9.0,1,1,2678,15.2458,Cherbourg
854,Yes,1st,Female,16.0,0,1,17592,39.4,Southampton
855,No,2nd,Female,44.0,1,0,244252,26.0,Southampton
856,Yes,3rd,Female,18.0,0,1,392091,9.35,Southampton
857,Yes,1st,Female,45.0,1,1,36928,164.8667,Southampton
858,Yes,1st,Male,51.0,0,0,113055,26.55,Southampton
859,Yes,3rd,Female,24.0,0,3,2666,19.2583,Cherbourg
861,No,3rd,Male,41.0,2,0,350026,14.1083,Southampton
862,No,2nd,Male,21.0,1,0,28134,11.5,Southampton
863,Yes,1st,Female,48.0,0,0,17466,25.9292,Southampton
865,No,2nd,Male,24.0,0,0,233866,13.0,Southampton
866,Yes,2nd,Female,42.0,0,0,236852,13.0,Southampton
867,Yes,2nd,Female,27.0,1,0,2149,13.8583,Cherbourg
868,No,1st,Male,31.0,0,0,17590,50.4958,Southampton
870,Yes,3rd,Male,4.0,1,1,347742,11.1333,Southampton
871,No,3rd,Male,26.0,0,0,349248,7.8958,Southampton
872,Yes,1st,Female,47.0,1,1,11751,52.5542,Southampton
873,No,1st,Male,33.0,0,0,695,5.0,Southampton
874,No,3rd,Male,47.0,0,0,345765,9.0,Southampton
875,Yes,2nd,Female,28.0,1,0,3381,24.0,Cherbourg
876,Yes,3rd,Female,15.0,0,0,2667,7.225,Cherbourg
877,No,3rd,Male,20.0,0,0,7534,9.8458,Southampton
878,No,3rd,Male,19.0,0,0,349212,7.8958,Southampton
880,Yes,1st,Female,56.0,0,1,11767,83.1583,Cherbourg
881,Yes,2nd,Female,25.0,0,1,230433,26.0,Southampton
882,No,3rd,Male,33.0,0,0,349257,7.8958,Southampton
883,No,3rd,Female,22.0,0,0,7552,10.5167,Southampton
884,No,2nd,Male,28.0,0,0,34068,10.5,Southampton
885,No,3rd,Male,25.0,0,0,392076,7.05,Southampton
886,No,3rd,Female,39.0,0,5,382652,29.125,Queenstown
887,No,2nd,Male,27.0,0,0,211536,13.0,Southampton
888,Yes,1st,Female,19.0,0,0,112053,30.0,Southampton
890,Yes,1st,Male,26.0,0,0,111369,30.0,Cherbourg
891,No,3rd,Male,32.0,0,0,370376,7.75,Queenstown
